common_provider_rate,cs_share_market_avg,cs_share_flagged_buyers,cs_share_unflagged_buyers
0.3,0.7680102378215115,0.7671437611966139,0.7684234805195395
0.5,0.7685844607354043,0.7670961471376687,0.7700360258492452
0.7,0.7694749476147323,0.770667659763152,0.7669258177288942
0.9,0.7707189300991603,0.770283672678541,0.7752580431999033
