bundle_cost_frac,welfare_m2,welfare_m3_price_only,welfare_m3_multiattr,welfare_gain_multiattr_vs_price_only
0.35,449.53174100096766,449.53174100096766,467.1842489333394,17.652507932371748
0.55,449.53174100096766,449.53174100096766,460.29275841219726,10.761017411229602
0.75,449.53174100096766,449.53174100096766,453.4012678910551,3.8695268900874566
0.95,449.53174100096766,449.53174100096766,446.5097773699129,-3.0219636310547457
